selected,project,is_fork,stars,forks,watchers,commits,authors,loc,locJava,authorTotal,jmhTests,jmhAuthors,score,name
YES,92619869,0,0,0,1,13,1,4273,3949,1,16,1,88.8784,SeanPMiller/containers
YES,14196519,0,0,0,1,28,1,795,699,1,18,1,40.068,victor-cr/threadlocal-benchmark
NO,39890085,1,0,0,1,39,6,7204,7080,6,26,2,4382.9136,voidException/java-8-lambdas-exercises
NO,37694723,1,1,0,0,1165,65,56281,50014,65,39,1,33242654.055,mauricionr/Hystrix
YES,20311245,0,0,0,1,6,1,649,168,1,2,1,0.7788,blalasaadri/junit-lambda-benchmark
YES,36008008,0,0,0,1,14,2,502,478,2,13,2,18.2728,bensteinert/chromarenderer-java-benchmarks
YES,68393882,0,2,0,3,113,3,6842,15,3,1,1,695.8314,gregor-i/nutria
YES,46662070,0,0,0,2,548,23,76271,68632,23,8,1,769055.7472,AOSP-YU/platform-external-okhttp
YES,39675136,0,9,8,7,17,1,1228,758,1,29,1,605.404,OpenHFT/jvm-micro-benchmarks
NO,10743474,1,0,0,1,197,16,11849,11686,16,48,8,179270.6304,electrum/slice
YES,10746583,0,591,111,52,1516,32,60806,58996,32,200,8,3.492587675648e+10,RoaringBitmap/RoaringBitmap
YES,43953675,0,16,4,5,162,4,11022,10151,4,57,1,692084.6064,vladimir-bukhtoyarov/rolling-metrics
YES,6756488,0,1,14,7,708,34,75437,71621,34,8,1,2905471.1424,CyanogenMod/android-external-okhttp
NO,41822787,1,0,0,1,98,2,2661,2353,2,2,1,104.3112,puneetarora2000/fastdtw-1
NO,74354929,1,0,0,1,248,36,8371,6984,36,33,1,246629.7504,russgray/client-java
YES,63074445,0,165,7,17,166,1,72048,70024,1,12,1,2382425.6256,akarnokd/RxJava2Extensions
YES,41083297,0,3,2,5,18,1,38985,31245,1,5,1,1403.46,johnaimes1a/f1x
YES,49284203,0,0,0,1,16,2,11010,1190,2,32,1,1127.424,nickman/json-benchmark
YES,32657853,0,0,0,1,560,13,32216,31599,13,3,1,70359.744,keystrokex/htm-java
YES,47114918,0,4,4,3,5,1,12141,11839,1,372,1,11291.13,jjenkov/iap-tools-java-benchmarks
NO,41082360,1,0,0,1,1211,67,57705,51406,67,48,1,22473650.808,liyuqi/Hystrix
YES,31835759,0,5,4,2,51,3,2787,2244,3,17,1,4349.3922,bdonlan/invokedynamic-proxy
YES,35641394,0,2,1,4,21,2,7656,5279,2,20,1,1929.312,thymeleaf/thymeleaf-benchmarks
YES,17783413,0,3,0,0,7,1,397,312,1,18,1,20.0088,SerCeMan/reflection-access-tests
NO,40644378,1,0,0,1,4683,15,188685,135780,15,134,6,177605982.855,renchunxiao/logging-log4j2
NO,41526761,1,0,0,1,1590,74,144901,136705,74,28,8,47737344.648,elandau/grpc-java
NO,23332782,1,0,0,1,128,11,10988,10835,11,45,6,69619.968,cberner/slice
YES,45357290,0,7,5,43,178,5,6574,4909,5,6,1,28084.128,joyent/java-http-signature
YES,63984668,0,0,0,1,13,1,5538,5012,1,23,1,165.5862,MartinanderssonDotcom/money-profiling
NO,33367764,1,0,0,1,1347,24,37948,36272,24,3,2,368034.8832,quilombodigital/orbit
NO,34304664,1,1,0,1,0,0,291006,283397,0,44,2,0,Alwayswithme/netty
NO,40068623,1,0,0,1,0,0,290530,282907,0,53,3,0,tempbottle/netty
NO,5876843,1,1,0,1,166,8,13424,11882,8,2,3,7130.8288,dain/aircompressor
NO,75527221,1,0,0,1,1061,27,35911,34609,27,3,1,308622.7251,joizhang/springside4
YES,48427062,0,0,0,1,3,1,1306850,980284,1,6,1,2352.33,wangbin83-gmail-com/hive-1-1-0-cdh5-4-8
YES,17629206,0,0,0,1,9,2,693,316,2,8,1,9.979199999999999,psiroky/jmh-java-benchmarks
NO,11523602,1,0,0,1,1187,66,29816,25861,66,6,3,1401507.0432,twillouer/fongo
YES,38513642,0,4,0,1,18,1,9936,1794,1,11,1,983.664,batterseapower/timeseries-compression
NO,41374909,1,0,0,1,745,38,67323,62154,38,8,5,1524731.304,mingfly/grpc-java
NO,42716405,1,0,0,1,1230,69,58717,52385,69,50,1,24916558.95,thomasandersen77/Hystrix
YES,21311321,0,1,0,1,46,2,46734,45949,2,7,1,6019.3392,nickman/UnsafeAdapter
NO,82674362,1,0,0,2,241,9,22592,14146,9,110,1,539022.528,Bragaman/atom
YES,35242514,0,2,0,3,4,1,193,102,1,4,1,0.9264,britter/to-array-benchmark
YES,45274717,0,1,0,1,39,1,3663,2884,1,4,1,114.2856,awood/crl-stream
YES,94422000,0,0,0,1,12,1,250,79,1,2,1,0.6,arnaudroger/benchmark-loop
YES,74220525,0,1,0,1,170,1,32041,26228,1,7,1,7625.758,Javalbert/sql-builder-orm
YES,16893930,0,6,2,2,30,2,1841,1559,2,24,2,1855.728,chrisvest/object-pool-benchmarks
YES,44750237,0,1,1,1,1019,20,48953,47972,20,3,2,598597.284,antidata/htm-java-experiments
YES,40603770,0,1,0,1,9,1,440649,327227,1,21,1,16656.5322,ricdong/presto
NO,42960025,1,0,0,1,0,0,299196,291119,0,84,5,0,kjniemi/netty
NO,41618792,1,0,0,1,0,0,293825,286111,0,55,3,0,xingguang2013/netty
YES,91866857,0,0,0,1,4,1,284,252,1,14,1,1.5904,mrserb/benchmarks
NO,40280113,1,0,0,1,0,0,29424,22873,0,6,1,0,mattnelson/metrics
YES,60921646,0,0,0,1,65,1,1570,1271,1,4,1,40.82,ivgiuliani/cuckoohash
NO,73774325,1,2,0,62,1277,34,10246,9278,34,2,1,266916.4968,urbanairship/pushy
NO,51161310,1,1,0,1,177,3,17315,16877,3,2,1,3677.706,incubos/yoctodb
NO,39283122,1,0,0,1,113,9,10873,10733,9,45,6,49760.2845,haozhun/slice
NO,27915498,1,0,0,1,4566,178,194548,15403,178,1,1,15811849.7904,pombredanne/pants
NO,9671548,1,0,0,1,2711,38,134606,126048,38,27,2,37440470.4516,gunnarmorling/hibernate-ogm
NO,32404824,1,0,0,1,0,0,30102,23486,0,6,1,0,AltitudeDigital/metrics
YES,13122373,0,129,27,13,371,16,20903,16758,16,10,1,16130427.04,mp911de/logstash-gelf
NO,40398616,1,0,0,1,153,4,7957,7118,4,10,1,4869.684,antag99/artemis-odb-contrib
NO,40234104,1,0,0,1,1740,35,66587,62342,35,2,1,811029.66,daququ/airlift
NO,33298205,1,1,1,2,748,3,101703,100386,3,20,1,912886.128,RobAustin/byte-buddy
YES,60294371,0,0,0,1,9,2,1968,1844,2,1,1,3.5424,sujanctg2005/test-project
YES,29935642,0,0,0,1,939,19,70984,24779,19,8,3,1013140.4352,jhawo82882/MDP3Sample
NO,41551534,1,0,0,0,853,19,47323,46395,19,3,2,230089.1583,Godin/htm-java
YES,54839350,0,0,0,1,24,1,687,332,1,7,1,11.5416,ceki/logback-perf
NO,49321906,1,0,0,1,418,19,219748,205422,19,8,1,1396190.8928,holidayfun/inspectIT
YES,29345310,0,49,19,11,26,5,4801,4605,5,1,2,3120.65,mikvor/hashmapTest
YES,45990772,0,2,0,3,28,3,29267,28784,3,16,1,11800.4544,Devexperts/lin-check
YES,83457980,0,5,0,1,192,1,12314,9651,1,10,1,14185.728,jenetics/prngine
YES,41171704,0,0,0,1,4,2,19233,96,2,1,1,15.3864,maximenajim/nashorn-react-jmh-microbenchmark
NO,41015008,1,0,0,1,2326,28,113121,105339,28,27,1,19891830.1176,uugaa/hibernate-ogm
YES,19424011,0,0,0,1,73,1,1882,1526,1,4,1,54.9544,ivgiuliani/jelf
NO,40352774,1,0,0,0,5645,104,275666,221987,104,8,2,129470396.224,tl39/druid
NO,40303976,1,0,7,4,450,19,219824,205478,19,8,1,1503596.16,NTDT-UniTuebingen/inspectIT
YES,73899623,0,0,0,1,11,2,951,836,2,31,2,64.8582,uujava/cqengine-query-jmh
YES,48300068,0,1,0,3,48,5,11403,10693,5,8,1,4378.752,C0rWin/Java-KMeans-Coreset
YES,46259180,0,0,0,3,15,2,1995,1643,2,46,2,275.31,apptik/joio
YES,78946145,0,1,0,1,125,3,12747,12414,3,3,1,2868.075,jon-hanson/funcj
YES,33379675,0,153,40,32,406,2,28798,27762,2,1,1,360113.2304,dmart28/reveno
NO,18333647,1,0,0,86,0,0,28249,21594,0,6,3,0,Banno/metrics
NO,36824953,1,0,0,1,69,5,16028,15713,5,4,2,2211.864,lburgazzoli/Chronicle-Algorithms
YES,41469456,0,0,0,1,12,2,1067,924,2,10,1,25.608,shalinmangar/solr-jmh-tests
NO,41164786,1,0,0,1,2342,28,113318,105600,28,27,1,20063541.1536,tempbottle/hibernate-ogm
NO,16691973,1,3,0,5,3160,94,116633,94219,94,45,2,623603993.76,puniverse/RxJava
YES,25366032,0,2,0,1,72,2,381,200,2,1,1,16.4592,spriet2000/handlers
YES,9155612,0,240,54,43,198,17,11852,11689,17,48,8,46149184.8576,airlift/slice
NO,19858860,1,162,24,12,414,11,61411,8262,11,5,1,22792754.061,deephacks/lmdbjni
NO,28049585,1,1,0,1,760,20,34479,30861,20,38,1,3983014.08,brharrington/spectator
YES,43110529,0,32,2,8,37,2,23886,1478,2,3,1,17498.8836,benalexau/hash-bench
YES,31882658,0,0,0,1,3,1,412,102,1,4,1,0.4944,asimihsan/jmh-gradle-anagrams
NO,42296414,1,0,0,1,5,1,1488,1250,1,10,1,7.44,volodarsky/zephyr-benchmark
YES,23554047,0,0,1,2,224,2,13702,12490,2,38,1,23326.2848,jpaw/jpaw
YES,22395060,0,38,12,13,323,8,15344,14225,8,17,2,2628721.8048,DaanVanYperen/artemis-odb-contrib
YES,60098386,0,0,1,1,123,1,33381,1228,1,25,1,10264.6575,bearmug/x-traktor-core
NO,41088937,1,0,0,1,2568,56,183540,173530,56,6,2,15836712.192,522986491/yangtools
NO,31980692,1,0,0,1,269,11,34506,33408,11,4,1,40841.3016,jessefugitt/nuklei
YES,81396295,0,4,0,3,81,1,4266,3646,1,1,1,172.773,austinv11/ETF-Java
NO,33858537,1,1,0,3,0,0,29037,22382,0,6,3,0,unitsofmeasurement/metrics
YES,48192426,0,80,17,79,391,18,259353,5049,18,4,1,59140575.8136,foursquare/fsqio
NO,20053487,1,0,0,1,0,0,85674,84189,0,8,1,0,klya/mxcache
NO,15890559,1,0,0,1,4251,124,107742,103389,124,112,4,636086012.8896,wehjin/RxJava
YES,76888233,0,1,0,1,58,1,4558,4170,1,6,1,317.2368,batterseapower/btreemap
YES,60345691,0,0,2,1,7,2,3658,3514,2,4,1,20.4848,amoAHCP/Java8LunchSchool
YES,17107322,0,0,0,1,47,1,37419,4695,1,4,1,703.4772,lexas2509/perf
YES,39014242,0,0,0,1,1,1,84879,78992,1,14,1,118.8306,snorden/parquet-mr-apache-parquet-1-7-0
YES,40287043,0,0,0,1,14,2,3063,2733,2,4,1,34.3056,victor-cr/template-text-parser
YES,27005268,0,1,1,2,40,3,5073,3621,3,11,1,1339.272,reific/braid
YES,48274575,0,0,4,2,709,36,75437,71621,36,8,1,1540363.1904,AOSP-CAF/platform-external-okhttp
YES,50116360,0,2,1,4,133,4,136607,64444,4,1,1,21802.4772,wallerlab/yoink
YES,57201376,0,0,0,1,9,3,1985,1914,3,12,1,64.314,volodin-aa/openjdk-benchmark
NO,43338787,1,0,0,0,352,20,10720,9897,20,8,1,60375.04,kilink/okio
YES,41503865,0,1,0,0,125,2,4789,4385,2,5,1,1197.25,Alex-Diez/Java-Algorithms
NO,43123568,1,0,0,1,22,2,901,816,2,19,1,75.3236,achmadns/jmh-samples
NO,41589431,1,0,0,1,99,4,9112,8286,4,1,1,360.8352,247687009/tchannel-java
YES,19724283,0,7,3,2,23,3,608,443,3,4,3,134.2464,tdunning/t-digest-benchmark
NO,41731208,1,0,0,0,354,38,15110,13317,38,7,1,142281.804,didvae/feign
NO,24267585,1,0,0,1,754,20,72497,68739,20,3,1,327976.428,Maccimo/commons-bcel
YES,45599603,0,11,8,7,143,5,10343,9811,5,2,1,17748.588,Mercateo/rest-schemagen
NO,26046374,1,0,1,1,1783,97,80850,73845,97,40,1,55932353.4,dmgcodevil/Hystrix
YES,52541788,0,0,1,1,46,1,3798,1975,1,10,1,174.708,areese/JavaTheCostOfDoingNothing
NO,65144510,1,0,0,1,875,45,110702,98112,45,2,2,871778.25,kojilin/armeria
YES,29734333,0,3,1,2,75,3,1439,968,3,10,1,1295.1,repsheet/librepsheet-java
YES,77208137,0,0,0,1,31,1,15465,2250,1,15,1,719.1225,vladimirdolzhenko/hashCodeLegend
YES,29042434,0,5,2,1,60,1,1822,1524,1,1,1,65.592,davidmoten/audio-recognition
NO,39831998,1,0,0,0,634,37,64309,59265,37,8,4,1206848.4176,fengshao0907/grpc-java
NO,21239273,1,0,0,1,2081,27,103362,95544,27,27,1,15680521.8738,jhalliday/hibernate-ogm
NO,80734585,1,0,0,1,1059,26,35911,34609,26,3,1,296632.0422,aihua/springside4
YES,20835717,0,186,31,23,210,13,3585,1467,13,5,3,915089.175,melix/jmh-gradle-plugin
NO,40995856,1,0,0,1,0,0,30102,23486,0,6,1,0,jasw/metrics
NO,79513630,1,0,0,1,737,15,21866,20168,15,17,1,410938.671,bogdandrutu/instrumentation-java
NO,40210959,1,0,0,1,605,5,17192,15546,5,1,1,5200.58,xquery/marklogic-sesame
YES,24668935,0,4,1,1,5,1,1290,1225,1,7,1,22.575,irobertson/invokedynamic-talk-code
YES,27059440,0,0,0,1,70,1,4057,3717,1,39,1,1107.561,jpaw/jpaw8
YES,41032004,0,6,3,1,3,1,2200,1850,1,47,1,217.14,taichi/json-benchmarks
YES,30509612,0,0,0,1,3,1,276,119,1,2,1,0.1656,rnc/jmh-benchmarks
YES,19560839,0,0,0,2,20,2,1796,1628,2,62,2,445.408,jasobrown/barker
NO,68902060,1,0,0,1,0,0,354157,345375,0,95,10,0,KatsuraKKKK/netty
NO,41771701,1,0,0,1,793,9,35480,21110,9,7,1,177254.532,sdgdsffdsfff/stagemonitor
NO,43420335,1,0,0,1,991,18,9482,7576,18,8,2,135311.9328,pvllnspk/commons-csv
NO,39241683,1,0,0,1,38,7,205234,191127,7,8,1,43673.7952,pbouillet/inspectIT
NO,63488796,1,0,0,1,195,9,120710,21841,9,3,4,63553.815,ellisonanne/incubator-pirk
YES,75095005,0,1,3,1,11,4,9671,1646,4,4,1,340.4192,ChShersh/efficient-haskell
YES,87495261,0,0,0,1,18,1,2288,2260,1,3,1,12.3552,johnlee175/RawARGBYCbCrViewer
NO,25792007,1,0,0,1,813,23,22884,22095,23,2,1,85581.5832,mcculls/cglib
NO,65583697,1,0,0,1,180,10,121087,22220,10,3,4,65386.98,smarthi/incubator-pirk
YES,26235939,0,0,0,1,2,2,235,77,2,6,1,0.564,witi83/jmh-primitive-data-types
NO,35473135,1,0,0,1,1146,60,62916,59913,60,1,1,432610.416,Infeligo/jgrapht
NO,47333414,1,0,0,1,456,19,219824,205478,19,8,1,1523644.1088,Tammie47/inspectIT
YES,80318931,0,0,0,1,82,2,12689,456,2,12,1,2497.1952,ReneNeubert/gradle-java-template
YES,88607206,0,0,0,1,32,3,4097,2988,3,4,2,157.3248,easy-logic/sbs
YES,53561724,0,359,19,21,653,7,26355,24115,7,4,1,17347493.52,eventsourcing/es4j
YES,26888367,0,189,32,26,390,5,23208,21475,5,8,1,6878851.2,snazy/ohc
YES,30517804,0,0,0,1,2,1,5464,5287,1,107,1,116.9296,chenshu/jmh-example
YES,36726672,0,1,1,3,12,1,2869,2695,1,2,1,13.7712,wenerme/seq
NO,37323786,1,0,0,7,0,0,30444,23747,0,6,3,0,egymgmbh/metrics
NO,31399597,1,0,1,1,1889,89,200763,191079,89,31,8,104632676.6013,zhangkun83/grpc-java
YES,25730431,0,0,0,1,4,2,242,84,2,3,1,0.5808,witi83/jmh-streams
NO,37206935,1,0,0,1,2319,34,311462,179604,34,3,3,7367259.8556,fx19880617/pinot-1
YES,27729926,0,2876,910,405,2055,97,211263,201769,97,31,9,3.75585276393464e+11,grpc/grpc-java
YES,18825888,0,2,1,2,219,3,12628,9981,3,38,1,94581.1944,AgentTroll/TrollCommons
YES,14104548,0,52,9,19,58,2,4661,4464,2,16,1,45849.3248,Mojang/blixtser
NO,48472852,1,0,0,1,891,24,33810,32597,24,44,4,3181169.376,PizzaCrust/Trident
YES,34469419,0,1,0,1,4,1,267,93,1,2,1,0.4272,akashche/tzdata-jmh
NO,53347621,1,0,0,1,35,3,2061,1394,3,2,1,43.281,jjYBdx4IL/fannj
NO,28322886,1,0,0,1,1351,41,299201,286359,41,4,1,6629217.0364,mehant/incubator-calcite
YES,26749565,0,0,0,1,230,1,22282,14210,1,61,1,31261.646,msteindorfer/criterion
YES,35930036,0,0,0,1,18,2,2609,2392,2,1,1,9.3924,mkraemerx/algorithm-art
YES,40672250,0,3,11,21,133,6,8974,7783,6,1,1,2864.5008,marklogic/marklogic-jena
NO,43338637,1,0,0,1,853,12,60360,55633,12,3,4,185353.488,sheenammittal7/directory-kerby
YES,41407525,0,0,0,6,102,3,3905,3348,3,18,2,2150.874,kevoree-modeling/benchmark
NO,46993514,1,0,0,1,1279,68,66672,63842,68,3,2,1739579.1552,arcanefoam/jgrapht
YES,40714460,0,60,17,18,212,11,14861,13105,11,10,4,2114006.972,scalecube/scalecube
NO,41401368,1,0,0,1,99,4,9112,8286,4,1,1,360.8352,cotsog/tchannel-java
YES,45064774,0,29,16,8,100,2,10658,8548,2,49,2,313345.2,Vedenin/java-in-examples
NO,53951284,1,0,1,1,266,19,389097,366034,19,470,3,92425323.186,g-votte/eclipse-collections
YES,46377909,0,1,0,5,2,2,801,440,2,14,1,8.9712,SoatGroup/benchamrk-lambda
YES,18702356,0,1,0,1,32,4,56188,45686,4,13,1,18699.3664,spiffykahuna/TIJ4-code-idea
YES,90296944,0,0,0,1,35,1,5541,5319,1,1,1,19.3935,nstdio/libpgn
YES,24287363,0,0,0,1,5,2,896,587,2,3,1,2.688,ipogudin/examples
YES,61630666,0,8,0,3,158,1,10374,8645,1,7,1,10326.2796,s4ke/moar
NO,31087916,1,1,1,1,873,14,86310,84125,14,8,1,1687809.312,taer/lettuce
YES,7997879,0,202,140,35,311,53,13060,10444,53,33,1,144208019.802,prometheus/client-java
NO,3969325,1,905,360,101,1907,77,106355,102071,77,9,4,1.2734152228413e+10,jgrapht/jgrapht
YES,43458896,0,1,0,1,30,3,717,457,3,6,1,77.436,d0k1/acache
YES,22098822,0,0,1,1,9,2,333,118,2,4,2,2.3976,rgorodischer/microbenchmarks
YES,28989413,0,14,2,58,56,5,2908,1998,5,3,2,3664.08,Swrve/rate-limited-logger
YES,17403485,0,5,5,2,234,3,17503,16404,3,1,1,7372.2636,apptik/JustJson
YES,49420135,0,0,0,1,26,3,10774,5492,3,2,1,168.0744,pdemanget/examples
YES,72622361,0,34,4,5,569,3,15719,14499,3,8,1,751305.324,davidmoten/rxjava2-extras
YES,20129101,0,0,0,1,120,2,2668,1951,2,15,1,960.48,jpaw/jdp
YES,30616178,0,10,4,2,193,3,3829,3375,3,5,1,12193.4505,danielnorberg/rut
NO,42912046,1,0,0,1,369,42,15315,13506,42,7,1,166146.309,zhoupan/feign
YES,40242803,0,1,0,2,28,1,11698,10994,1,33,1,2161.7904,akarnokd/reactive-streams-impl
YES,21417987,0,0,0,1,14,2,389,200,2,7,1,7.6244,CHmoonKa/json-libraries-jmh
NO,46370175,1,0,0,0,443,29,33643,28141,29,1,1,43221.1621,rouzwawi/apollo
YES,55603338,0,1,4,9,79,3,12387,12188,3,78,3,45797.2164,kiegroup/kie-benchmarks
NO,51946538,1,1,0,1,1392,71,75849,72634,71,3,3,4497785.0208,agdphd/jgrapht
YES,64257587,0,3,2,62,117,11,19517,14170,11,17,3,170804.9772,optimizely/java-sdk
YES,37428038,0,38,17,6,55,2,4382,3617,2,4,1,7519.512,bramp/unsafe
NO,24112341,1,0,0,1,2139,118,98159,80814,118,28,6,69371478.1704,golovnin/pgjdbc
NO,67413956,1,0,0,1,233,30,7848,6483,30,33,1,181029.816,ovelindstrom/client-java
YES,44132431,0,5,1,4,559,5,197193,15344,5,1,1,330692.661,eternita/frontcache
NO,42663836,1,0,0,1,337,8,58941,7208,8,5,1,79452.468,placrosse/lmdbjni
YES,29317189,0,1,0,2,19,2,1319,1319,2,9,1,90.2196,jnordwick/zerog-grisu
NO,17924884,1,0,0,1,1145,31,24489,23269,31,2,1,173847.411,entelesis/servo
YES,83886771,0,0,0,1,8,1,284,169,1,2,1,0.4544,peterszatmary/jmh-benchmark-demo
NO,59083709,1,0,0,1,278,7,14449,13352,7,17,2,47800.1818,ThaBalla1148/artemis-odb-contrib
YES,60845589,0,42,5,11,154,6,5428,2803,6,56,3,1207725.6576,lmdbjava/benchmarks
NO,40481309,1,0,0,1,43,2,1573,1093,2,2,1,27.0556,jforge/rapidpm-microservice
YES,56308772,0,0,0,1,83,3,9432,9210,3,1,1,234.8568,Lessnic/CAISS
YES,21363553,0,6,0,1,12,1,4006,3378,1,7,1,235.5528,nicoulaj/jmh-utils
YES,9857053,0,201,50,117,272,6,7651,7264,6,6,1,1513355.5584,spotify/netty-zmtp
YES,40405884,0,29,8,6,128,1,2322,1982,1,26,1,23182.848,real-logic/benchmarks
NO,34267765,1,0,0,2,711,2,6538,5827,2,34,1,31609.9224,branches-cc/rtree
NO,4788526,1,1,0,1,2078,53,69195,64615,53,5,4,7620722.13,dain/airlift
NO,41482298,1,0,0,1,0,0,31627,24910,0,6,1,0,chetnachaudhari/metrics
NO,43408535,1,0,0,1,352,20,10720,9897,20,8,1,60375.04,zhangyn723777/okio
YES,22888888,0,0,1,1,154,3,13807,13359,3,37,1,23601.6858,andreytim/jafar
NO,39095897,1,0,0,1,431,11,29430,23257,11,22,2,306960.786,phensley/template-compiler
YES,50850904,0,38,4,9,177,3,17315,16877,3,2,1,71715.267,yandex/yoctodb
YES,27622439,0,10,8,2,209,4,12359,10825,4,16,2,181845.3824,udoprog/tiny-async-java
YES,24928147,0,0,0,1,2,2,960,828,2,6,1,2.304,dmnlukasik/java-8-concurrency-updates
YES,43734923,0,37,44,16,209,27,210249,197292,27,3,3,13525360.2198,apache/incubator-rya
YES,90927330,0,0,0,1,3,1,331,196,1,3,1,0.2979,raviprak/JAVABench
NO,56290656,1,0,0,1,553,23,14813,11041,23,14,2,263769.1658,kexianda/commons-crypto
YES,29179461,0,0,0,1,4,2,437,250,2,1,1,0.3496,nobeh/jmh-forked-main-threads
YES,28651723,0,12,11,5,28,3,1332,1210,3,5,2,727.272,vongosling/jvm-serializer
NO,41548403,1,0,0,1,868,20,47322,46395,20,3,2,246452.976,GeraldLoeffler/htm-java
NO,39755220,1,0,0,1,4211,121,103398,99074,121,109,4,574260901.0842,nkhuyu/RxJava
NO,43428817,1,0,0,1,0,0,296285,288460,0,55,3,0,jenskordowski/netty
YES,3028163,0,329,113,39,662,48,32508,28169,48,15,1,511322232.96,togglz/togglz
YES,82291828,0,20,8,15,116,6,34905,34139,6,29,3,1479497.292,neo4j-contrib/neo4j-graph-algorithms
YES,53541155,0,0,0,1,106,1,5554,3908,1,3,1,176.6172,areese/TestUTF8Decoding
NO,42471505,1,0,0,1,0,0,294974,287154,0,55,3,0,satishsaley/netty
YES,24239792,0,0,2,1,12,3,639,466,3,26,2,59.8104,rjdkolb/vmbenchmarks
YES,41914152,0,0,0,1,2,2,189,37,2,1,1,0.0756,arnaudroger/jmh-exp
YES,1608936,0,225,165,37,3047,40,130913,122668,40,27,4,9.736153763688e+09,hibernate/hibernate-ogm
YES,29569245,0,0,0,1,63,1,54452,66,1,6,1,2058.2856,gensym/hikesaber
NO,41457169,1,0,0,0,212,3,12610,11383,3,1,2,801.996,supriyantomaftuh/marklogic-sesame
YES,65609607,0,2,1,2,6,2,915,745,2,13,1,42.822,ThomasKrieger/benchmarks
NO,41829267,1,0,0,1,463,12,18194,17200,12,22,1,222388.9008,cfieber/spectator
YES,15292826,0,38,14,6,92,1,2905,2208,1,37,1,38565.618,gvsmirnov/java-perv
YES,15407808,0,1929,440,158,1595,120,38315,5408,120,2,1,2.830727526e+09,kennyledet/Algorithm-Implementations
NO,39534133,1,0,0,1,150,12,12762,10256,12,33,1,75806.28,jmptrader/client-java
YES,47243238,0,0,0,4,591,32,76414,68775,32,8,1,1156113.2544,TeamExodus/external-okhttp
YES,42988465,0,0,1,3,22,1,995,796,1,2,1,4.378,coder-press/crazy-soap
YES,37930526,0,3,10,21,620,6,17171,15525,6,1,1,25550.448,marklogic/marklogic-sesame
YES,35985413,0,130,4,13,69,1,18656,17897,1,4,1,67452.6336,johnlcox/motif
YES,34943296,0,6,0,1,6,1,698,501,1,18,1,52.7688,tobijdc/PRNG-Performance
YES,43316562,0,0,1,1,379,5,22856,19844,5,26,3,112611.512,tzaeschke/distributed-phtree
NO,22684707,1,0,0,1,1279,20,53804,31357,20,6,2,825783.792,trampi/stagemonitor
YES,59316198,0,0,1,6,44,5,155869,150648,5,4,1,13716.472,iksmada/DC-UFSCar-ES2-201601-GrupoDilema
NO,58666287,1,0,0,28,613,35,33858,23093,35,15,1,1089635.085,DealerDotCom/togglz
YES,22251279,0,0,0,1,10,2,386,189,2,3,1,2.316,gdrouet/scanner-benchmark
NO,40289413,1,0,0,1,39,6,7204,7080,6,26,2,4382.9136,sonia1985/java-8-lambdas-exercises
NO,39360769,1,0,0,1,1174,65,56315,50041,65,39,1,16759850.835,npccsb/Hystrix
YES,15107695,0,0,1,1,66,6,6524,1124,6,9,3,2325.1536,darach/message-codec-bench
YES,60563146,0,4,3,3,7,2,2023,1698,2,21,1,297.381,srvaroa/jbcnconf
YES,51143908,0,23,9,9,20,10,2545,740,10,4,1,4886.4,allegro/json-avro-converter
YES,53949344,0,0,2,1,7,1,306,137,1,4,1,0.8568,jayjaykim/jmh-sample
YES,17812502,0,3963,646,233,499,38,14599,13559,38,11,1,1.2070731281752e+09,square/okio
YES,49211607,0,0,0,4,572,29,76414,68775,29,8,1,1014044.3456,Infinitive-OS/platform-external-okhttp
YES,31492868,0,0,1,1,18,2,945,533,2,6,2,20.412,whitingjr/batch-rewrite-statements-perf
NO,30800088,1,0,2,1,3898,114,89621,85586,114,100,2,398250630.12,hehonghui/RxJava
YES,59966904,0,2,0,2,114,3,58746,17314,3,12,1,72328.0752,coconut2015/cookjson
YES,28034496,0,54,9,5,2,1,2737,2590,1,1,1,30.107,belliottsmith/injector
YES,42098141,0,31,6,8,154,3,4070,3404,3,2,1,12034.176,netzwerg/paleo
YES,5228646,0,2,2,2,897,4,43642,37276,4,68,1,3194384.9184,jpaw/bonaparte-java
NO,41233849,1,0,0,1,344,20,10698,9884,20,8,1,58881.792,tejasmanohar/okio
NO,62953822,1,0,0,1,600,8,56651,54871,8,55,1,1495586.4,hyperverse/mini2Dx
YES,24140386,0,2,1,3,2,1,2112,1753,1,2,1,2.5344,tullyliu/dynamicbean
YES,14996317,0,0,0,1,4,2,388,112,2,2,1,0.6208,IRus/Instanceof-vs-Try-Catch
YES,32838400,0,0,0,1,51,2,1435,984,2,11,1,161.007,matthew-dailey/java-playaround
YES,4576305,0,6058,949,549,1172,53,60248,43488,53,36,3,8.16299572655232e+10,openzipkin/zipkin
NO,26232027,1,0,0,1,1114,22,72956,70800,22,3,3,536401.6944,sambitgaan/htm-java
NO,43353866,1,0,0,1,266,14,39315,24989,14,2,1,29281.812,is00hcw/parseq
YES,3608607,0,2,1,25,18,1,1580,1150,1,3,1,25.596,thesmythgroup/SiftXml
YES,39550679,0,0,1,3,60,6,1897,1627,6,5,4,341.46,dabla/parallel-iterable
NO,43342323,1,0,0,1,352,20,10720,9897,20,8,1,60375.04,sunshinecoast/okio
YES,29029926,0,0,1,2,5,2,497,369,2,11,1,5.467,ThreeTen/threeten-bench
NO,41130435,1,0,0,0,728,38,67163,61994,38,8,5,1486397.7856,nickethier/grpc-java
