"project","className","jmhVersion","benchmarkName","executionTimeDefault","executionTime","executionTimePercentage","warmupTimeDefault","warmupTime","warmupTimePercentage","measurementTimeDefault","measurementTime","measurementTimePercentage","onlyModeChanged","onlySingleShot","measurementWarmupRatio","measurementWarmupRatioPerMeasurementFork","hasWarmupForks"
"apache/aurora","org.apache.aurora.benchmark.StatusUpdateBenchmark","1.15","runBenchmark","400","60.0","0.15","200","10.0","0.05","200","50.0","0.25","false","false","5.0","5.0","false"
"apache/aurora","org.apache.aurora.benchmark.ThriftApiBenchmarks$GetRoleSummaryBenchmark","1.15","run","400","35.0","0.0875","200","10.0","0.05","200","25.0","0.125","false","false","2.5","2.5","false"
"apache/aurora","org.apache.aurora.benchmark.ThriftApiBenchmarks$GetAllTasksBenchmark","1.15","run","400","35.0","0.0875","200","10.0","0.05","200","25.0","0.125","false","false","2.5","2.5","false"
"apache/aurora","org.apache.aurora.benchmark.StateManagerBenchmarks$InsertPendingTasksBenchmark","1.15","run","400","350.0","0.875","200","50.0","0.25","200","300.0","1.5","false","false","6.0","6.0","false"
"apache/aurora","org.apache.aurora.benchmark.StateManagerBenchmarks$DeleteTasksBenchmark","1.15","run","400","350.0","0.875","200","50.0","0.25","200","300.0","1.5","false","false","6.0","6.0","false"
"apache/aurora","org.apache.aurora.benchmark.SnapshotBenchmarks$RestoreSnapshotWithUpdatesBenchmark","1.15","run","400","60.0","0.15","200","10.0","0.05","200","50.0","0.25","false","false","5.0","5.0","false"
"apache/aurora","org.apache.aurora.benchmark.SchedulingBenchmarks$AbstractBase","1.15","runBenchmark","400","110.0","0.275","200","10.0","0.05","200","100.0","0.5","false","false","10.0","10.0","false"
"apache/aurora","org.apache.aurora.benchmark.TaskStoreBenchmarks$FetchAll","1.15","run","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/aurora","org.apache.aurora.benchmark.TaskStoreBenchmarks$IndexedFetchAndFilter","1.15","run","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/aurora","org.apache.aurora.benchmark.UpdateStoreBenchmarks$JobDetailsBenchmark","1.15","run","400","35.0","0.0875","200","10.0","0.05","200","25.0","0.125","false","false","2.5","2.5","false"
"apache/aurora","org.apache.aurora.benchmark.UpdateStoreBenchmarks$JobInstructionsBenchmark","1.15","run","400","35.0","0.0875","200","10.0","0.05","200","25.0","0.125","false","false","2.5","2.5","false"
"apache/aurora","org.apache.aurora.benchmark.UpdateStoreBenchmarks$JobUpdateMetadataBenchmark","1.15","run","400","35.0","0.0875","200","10.0","0.05","200","25.0","0.125","false","false","2.5","2.5","false"
"apache/calcite","org.apache.calcite.adapter.enumerable.CodeGenerationBenchmark","1.12","getBindableNoCache","400","10.0","0.025","200","0.0","0.0","200","10.0","0.05","false","false","Infinity","Infinity","false"
"apache/calcite","org.apache.calcite.adapter.enumerable.CodeGenerationBenchmark","1.12","getBindableWithCache","400","10.0","0.025","200","0.0","0.0","200","10.0","0.05","false","false","Infinity","Infinity","false"
"apache/calcite","org.apache.calcite.benchmarks.AbstractRelNodeGetRelTypeNameBenchmark","1.12","useStringLastIndexOfTwoTimesV1","400","20.0","0.05","200","10.0","0.05","200","10.0","0.05","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.AbstractRelNodeGetRelTypeNameBenchmark","1.12","useStringLastIndexOfTwoTimeV2","400","20.0","0.05","200","10.0","0.05","200","10.0","0.05","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.AbstractRelNodeGetRelTypeNameBenchmark","1.12","useCustomLastIndexOf","400","20.0","0.05","200","10.0","0.05","200","10.0","0.05","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StatementTest","1.12","prepareBindExecute","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StatementTest","1.12","bindExecute","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StatementTest","1.12","executeQuery","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StatementTest","1.12","forEach","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.ParserBenchmark","1.12","parseCached","400","14.0","0.035","200","7.0","0.035","200","7.0","0.035","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.ParserBenchmark","1.12","parseNonCached","400","14.0","0.035","200","7.0","0.035","200","7.0","0.035","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StringConstructBenchmark","1.12","initStringBuilder","400","2.0","0.005","200","1.0","0.005","200","1.0","0.005","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StringConstructBenchmark","1.12","initStringWriter","400","2.0","0.005","200","1.0","0.005","200","1.0","0.005","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StringConstructBenchmark","1.12","initPrintWriter","400","2.0","0.005","200","1.0","0.005","200","1.0","0.005","false","false","1.0","1.0","false"
"apache/calcite","org.apache.calcite.benchmarks.StringConstructBenchmark","1.12","appendString","400","2.0","0.005","200","1.0","0.005","200","1.0","0.005","false","false","1.0","1.0","false"
"apache/commons-bcel","org.apache.bcel.BCELBenchmark","1.19","baseline","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-bcel","org.apache.bcel.BCELBenchmark","1.19","parser","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-bcel","org.apache.bcel.BCELBenchmark","1.19","generator","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.jna.CryptoJnaBenchmark","1.12","RandomTestOpensslJNA","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.jna.CryptoJnaBenchmark","1.12","RandomCreateOpensslJNA","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.jna.CryptoJnaBenchmark","1.12","CipherCreateOpensslJna","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.jna.CryptoJnaBenchmark","1.12","CipherTestOpensslJna","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomCreateOS","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomCreateJava","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomCreateOpenssl","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomTestOS","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomTestJava","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","RandomTestOpenssl","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","CipherCreateJce","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","CipherTestJce","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","CipherCreateOpenssl","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-crypto","org.apache.commons.crypto.CryptoBenchmark","1.12","CipherTestOpenssl","400","30.0","0.075","200","10.0","0.05","200","20.0","0.1","false","false","2.0","2.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","read","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","split","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseCommonsCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseGenJavaCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseJavaCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseOpenCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseSkifeCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/commons-csv","org.apache.commons.csv.CSVBenchmark","1.5.2","parseSuperCSV","400","25.0","0.0625","200","5.0","0.025","200","20.0","0.1","false","false","4.0","4.0","false"
"apache/directory-kerby","org.apache.kerby.benchmark.JsonBackendBenchmark","1.21","queryTest","500","100.0","0.2","250","50.0","0.2","250","50.0","0.2","false","false","1.0","1.0","false"
"apache/directory-kerby","org.apache.kerby.benchmark.KrbCodecBenchmark","1.21","decodeWithKerby","500","100.0","0.2","250","50.0","0.2","250","50.0","0.2","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.vectorization.AbstractExpression","1.21","bench","500","0.008","1.6E-5","250","0.004","1.6E-5","250","0.004","1.6E-5","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.vectorization.mapjoin.AbstractMapJoin","1.21","bench","500","5.001","0.010002","250","5.0","0.02","250","0.001","4.0E-6","false","false","2.0E-4","2.0E-4","false"
"apache/hive","org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench","1.21","testSelectStar","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench","1.21","testVectorSelectBaseForward","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench","1.21","testVectorSelectVectorForward","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench","1.21","testAggCount","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","write","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","read","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","serialize","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","deserialize","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","getRecordWriter","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.storage.ColumnarStorageBench","1.21","getRecordReader","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.udf.json_read.JsonReadBench","1.21","benchmarkMethod","500","500.0","1.0","250","250.0","1.0","250","250.0","1.0","true","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.hash.Murmur3Bench$Hash64Bench","1.21","longHash","500","44.0","0.088","250","4.0","0.016","250","40.0","0.16","false","false","10.0","10.0","false"
"apache/hive","org.apache.hive.benchmark.hash.Murmur3Bench$Hash64Bench","1.21","longBytesHash","500","44.0","0.088","250","4.0","0.016","250","40.0","0.16","false","false","10.0","10.0","false"
"apache/hive","org.apache.hive.benchmark.serde.LazySimpleSerDeBench$AbstractDeserializer","1.21","bench","500","0.008","1.6E-5","250","0.004","1.6E-5","250","0.004","1.6E-5","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.serde.LazySimpleSerDeBench$ParseDouble","1.21","floatingDecimalBench","500","0.016","3.2E-5","250","0.008","3.2E-5","250","0.008","3.2E-5","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.serde.LazySimpleSerDeBench$ParseDouble","1.21","doubleBench","500","0.016","3.2E-5","250","0.008","3.2E-5","250","0.008","3.2E-5","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.serde.LazySimpleSerDeBench$GoodLazyDate","1.21","bench","500","0.008","1.6E-5","250","0.004","1.6E-5","250","0.004","1.6E-5","false","false","1.0","1.0","false"
"apache/hive","org.apache.hive.benchmark.serde.LazySimpleSerDeBench$GoodLazyTimestamp","1.21","bench","500","0.008","1.6E-5","250","0.004","1.6E-5","250","0.004","1.6E-5","false","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.sequence.JmhSequenceBenchmark","1.13","incrementAndGet","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.sequence.JmhSequenceBenchmark","1.13","getAndIncrement","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.sequence.JmhSequenceBenchmark","1.13","addAndGet","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.sequence.JmhSequenceBenchmark","1.13","getAndAdd","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.future.JmhFutureAdapterBenchmark","1.13","testSimpleGet","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.future.JmhFutureAdapterBenchmark","1.13","testSimpleGetWithListener","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.future.JmhFutureAdapterBenchmark","1.13","completeFutureGet","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.tree.BPlusTreeBenchmark","1.13","get","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.tree.BPlusTreeBenchmark","1.13","put","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.notify.JmhWaitStategyBenchmark","1.13","put","400","75.0","0.1875","200","25.0","0.125","200","50.0","0.25","false","false","2.0","2.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.notify.JmhParkVsNotifyBenchmark","1.13","park","400","75.0","0.1875","200","25.0","0.125","200","50.0","0.25","false","false","2.0","2.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.notify.JmhParkVsNotifyBenchmark","1.13","unpark","400","75.0","0.1875","200","25.0","0.125","200","50.0","0.25","false","false","2.0","2.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.notify.JmhParkVsNotifyBenchmark","1.13","notifyAll0","400","75.0","0.1875","200","25.0","0.125","200","50.0","0.25","false","false","2.0","2.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.notify.JmhParkVsNotifyBenchmark","1.13","wait0","400","75.0","0.1875","200","25.0","0.125","200","50.0","0.25","false","false","2.0","2.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.encryption.JmhKeystoreEncryptionSpiBenchmark","1.13","encryptBenchmark","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.cache.JmhCacheLocksBenchmark","1.13","cacheLock","400","60.0","0.15","200","40.0","0.2","200","20.0","0.1","false","false","0.5","0.5","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.cache.JmhCacheLocksBenchmark","1.13","igniteLock","400","60.0","0.15","200","40.0","0.2","200","20.0","0.1","false","false","0.5","0.5","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.cache.JmhCacheBenchmark","1.13","put","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.cache.JmhCacheBenchmark","1.13","get","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.diagnostic.pagelocktracker.JmhPageLockTrackerBenchmark","1.13","lockUnlock","400","20.0","0.05","200","10.0","0.05","200","10.0","0.05","false","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.streamer.JmhStreamerAddDataBenchmark","1.13","addDataCollection","400","32.0","0.08","200","21.0","0.105","200","11.0","0.055","false","false","0.5238095238095238","0.5238095238095238","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.streamer.JmhStreamerAddDataBenchmark","1.13","addDataKeyValue","400","32.0","0.08","200","21.0","0.105","200","11.0","0.055","false","false","0.5238095238095238","0.5238095238095238","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.misc.JmhIncrementBenchmark","1.13","increment","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.misc.JmhIncrementBenchmark","1.13","threadLocalIncrement","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.misc.GridDhtPartitionsStateValidatorBenchmark","1.13","testValidatePartitionsUpdateCounters","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.misc.GridDhtPartitionsStateValidatorBenchmark","1.13","testValidatePartitionsSizes","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.algo.BenchmarkCRC","1.13","pureJavaCrc32","400","10.0","0.025","200","5.0","0.025","200","5.0","0.025","false","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.algo.BenchmarkCRC","1.13","crc32","400","10.0","0.025","200","5.0","0.025","200","5.0","0.025","false","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.collections.SmallHashSetsVsReadOnlyViewBenchmark","1.13","hashSetContainsRandom","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.collections.SmallHashSetsVsReadOnlyViewBenchmark","1.13","readOnlyViewContainsRandom","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.collections.SmallHashSetsVsReadOnlyViewBenchmark","1.13","hashSetIteratorRandom","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/ignite","org.apache.ignite.internal.benchmarks.jmh.collections.SmallHashSetsVsReadOnlyViewBenchmark","1.13","readOnlyViewIteratorRandom","400","400.0","1.0","200","200.0","1.0","200","200.0","1.0","true","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileUUIDsAsRegex","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileUUIDsAsRegexAndMatchRandomUUID","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileGranularityPathRegex","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","deserializeGranularityPathRegex","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileUUIDRegex","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","deserializeUUIDRegex","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileUUIDRegexAndMatch","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","compileGranularityPathRegexAndMatch","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","precompileUUIDRegexAndMatch","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.RegexMatchBenchmark","1.21","precompileGranularityPathRegexAndMatch","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
"apache/incubator-druid","org.apache.druid.benchmark.LikeFilterBenchmark","1.21","matchLikeEquals","500","200.0","0.4","250","100.0","0.4","250","100.0","0.4","false","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.LikeFilterBenchmark","1.21","matchSelectorEquals","500","200.0","0.4","250","100.0","0.4","250","100.0","0.4","false","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.LikeFilterBenchmark","1.21","matchLikePrefix","500","200.0","0.4","250","100.0","0.4","250","100.0","0.4","false","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.LikeFilterBenchmark","1.21","matchBoundPrefix","500","200.0","0.4","250","100.0","0.4","250","100.0","0.4","false","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.LikeFilterBenchmark","1.21","matchRegexPrefix","500","200.0","0.4","250","100.0","0.4","250","100.0","0.4","false","false","1.0","1.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark","1.21","init","500","200.0","0.4","250","50.0","0.2","250","150.0","0.6","false","false","3.0","3.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark","1.21","initAndGet","500","200.0","0.4","250","50.0","0.2","250","150.0","0.6","false","false","3.0","3.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark","1.21","initAndSerde","500","200.0","0.4","250","50.0","0.2","250","150.0","0.6","false","false","3.0","3.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexStringOnly","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexLongOnly","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexFloatOnly","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexNumericOnly","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexNumericThenString","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexLongThenString","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexLongThenFloat","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexStringThenNumeric","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexStringThenLong","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexStringTwice","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexLongTwice","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexFloatTwice","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexFloatThenLong","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.GroupByTypeInterfaceBenchmark","1.21","querySingleQueryableIndexFloatThenString","500","450.0","0.9","250","150.0","0.6","250","300.0","1.2","false","false","2.0","2.0","false"
"apache/incubator-druid","org.apache.druid.benchmark.FlattenJSONBenchmark","1.21","baseline","500","350.0","0.7","250","100.0","0.4","250","250.0","1.0","false","false","2.5","2.5","false"
