"project","benchmarkName","numberOfChanges"
"apache/incubator-druid","org.apache.druid.benchmark.ExpressionSelectorBenchmark.stringConcatAndCompareOnLong","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.mergeFixedDifferentBuckets","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.mergeFixedSameBuckets","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.getPercentilesFixed","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.serializeFixedSparseLower","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.deserializeFixedSparseLower","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.serializeFixedSparseUpper","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.deserializeFixedSparseUpper","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.serializeFixedFull","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramBenchmark.deserializeFixedFull","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramAddBenchmark.addFixedHisto","0"
"apache/incubator-druid","org.apache.druid.benchmark.FixedHistogramAddBenchmark.addFixedHistoNormal","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.ScanBenchmark.querySingleIncrementalIndex","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.ScanBenchmark.querySingleQueryableIndex","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.ScanBenchmark.queryMultiQueryableIndex","0"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark.init","0"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark.initAndGet","0"
"apache/incubator-druid","org.apache.druid.benchmark.DataSketchesHllBenchmark.initAndSerde","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.CachingClusteredClientBenchmark.timeseriesQuery","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.CachingClusteredClientBenchmark.topNQuery","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.CachingClusteredClientBenchmark.groupByQuery","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.SqlVsNativeBenchmark.queryNative","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.SqlVsNativeBenchmark.queryPlanner","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.SqlBenchmark.querySql","0"
"apache/incubator-druid","org.apache.druid.timeline.VersionedIntervalTimelineBenchmark.benchAdd","0"
"apache/incubator-druid","org.apache.druid.timeline.VersionedIntervalTimelineBenchmark.benchRemove","0"
"apache/incubator-druid","org.apache.druid.timeline.VersionedIntervalTimelineBenchmark.benchLookup","0"
"apache/incubator-druid","org.apache.druid.timeline.VersionedIntervalTimelineBenchmark.benchIsOvershadowed","0"
"apache/incubator-druid","org.apache.druid.timeline.VersionedIntervalTimelineBenchmark.benchFindFullyOvershadowed","0"
"apache/incubator-druid","org.apache.druid.benchmark.query.GroupByBenchmark.queryMultiQueryableIndexX","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsKeyOldBase64","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsNewBase64","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsBase64Only","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsBase64Reflector","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsDirectCipherStream","0"
"apache/incubator-gobblin","gobblin.crypto.EncodingBenchmark.write1KRecordsInsecureCipher","0"
"apache/incubator-gobblin","gobblin.writer.FineGrainedWatermarkTrackerBenchmark.trackImmediateAcks","0"
"apache/incubator-gobblin","gobblin.writer.FineGrainedWatermarkTrackerBenchmark.trackWithDelayedAcks","0"
"apache/incubator-gobblin","gobblin.writer.FineGrainedWatermarkTrackerBenchmark.scheduledDelayedAcks","0"
"apache/incubator-gobblin","gobblin.writer.FineGrainedWatermarkTrackerBenchmark.scheduledNoRandomDelayedAcks","0"
"apache/incubator-gobblin","gobblin.runtime.fork.SynchronousForkBenchmark.putRecord","0"
"apache/incubator-gobblin","gobblin.runtime.fork.AsynchronousForkBenchmark.putRecord","0"
"apache/incubator-gobblin","gobblin.runtime.fork.AsynchronousForkBenchmark.processRecord","0"
"apache/incubator-gobblin","org.apache.gobblin.crypto.EncodingBenchmark.write1KRecordsNewBase64","0"
"apache/incubator-gobblin","org.apache.gobblin.crypto.EncodingBenchmark.write1KRecordsBase64Only","0"
"apache/incubator-gobblin","org.apache.gobblin.crypto.EncodingBenchmark.write1KRecordsDirectCipherStream","0"
"apache/incubator-gobblin","org.apache.gobblin.writer.FineGrainedWatermarkTrackerBenchmark.trackImmediateAcks","0"
"apache/incubator-gobblin","org.apache.gobblin.writer.FineGrainedWatermarkTrackerBenchmark.trackWithDelayedAcks","0"
"apache/incubator-gobblin","org.apache.gobblin.writer.FineGrainedWatermarkTrackerBenchmark.scheduledDelayedAcks","0"
"apache/incubator-gobblin","org.apache.gobblin.writer.FineGrainedWatermarkTrackerBenchmark.scheduledNoRandomDelayedAcks","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkFileRead.readSVs","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkQueryEngine.sendQueryToPinot","1"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkFileWrite.writeSVs","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkStringDictionary.benchmarkOffHeapStringDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkStringDictionary.benchmarkOnHeapStringDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOnHeap0ToN","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMidSizeWithOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMidSizeWithoutOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapPreSizeWithOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapPreSizeWithoutOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMinSizeWithoutOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMinSizeWithOverflow","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkForwardIndexReader.fixedBitSingleValueReader","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkForwardIndexReader.sortedForwardIndexReaderSequential","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkForwardIndexReader.sortedForwardIndexReaderRandom","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkForwardIndexReader.fixedBitMultiValueReaderSequential","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkForwardIndexReader.fixedBitMultiValueReaderRandom","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.fixedBitSingleValueReader","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.sortedForwardIndexReaderSequential","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.sortedForwardIndexReaderRandom","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.fixedBitMultiValueReaderSequential","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.fixedBitMultiValueReaderRandom","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.intDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.longDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.floatDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.doubleDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOfflineIndexReader.stringDictionary","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOrDocIdIterator.arrayBased2","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOrDocIdIterator.arrayBased5","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOrDocIdIterator.arrayBased10","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOrDocIdIterator.arrayBased20","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkOrDocIdIterator.arrayBased50","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionaryCreation.benchmarkIntDictionaryCreation","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionaryCreation.benchmarkLongDictionaryCreation","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionaryCreation.benchmarkFloatDictionaryCreation","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionaryCreation.benchmarkDoubleDictionaryCreation","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkDictionaryCreation.benchmarkStringDictionaryCreation","0"
"apache/incubator-pinot","com.linkedin.pinot.perf.BenchmarkFixedIntArrayOffHeapIdMap.benchmarkOffHeapWithResizeWithCache","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.fixedBitSingleValueReader","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.sortedForwardIndexReaderSequential","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.sortedForwardIndexReaderRandom","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.fixedBitMultiValueReaderSequential","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.fixedBitMultiValueReaderRandom","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.intDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.longDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.floatDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.doubleDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOfflineIndexReader.stringDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOrDocIdIterator.arrayBased2","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOrDocIdIterator.arrayBased5","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOrDocIdIterator.arrayBased10","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOrDocIdIterator.arrayBased20","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkOrDocIdIterator.arrayBased50","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkIntDictionaryCreation","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkLongDictionaryCreation","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkFloatDictionaryCreation","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkDoubleDictionaryCreation","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkStringDictionaryCreation","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.benchmarkOffHeapStringDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.benchmarkOnHeapStringDictionary","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkFixedIntArrayOffHeapIdMap.benchmarkOffHeapWithResizeWithCache","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkQueryEngine.sendQueryToPinot","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOnHeap0ToN","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMidSizeWithOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMidSizeWithoutOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapPreSizeWithOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapPreSizeWithoutOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMinSizeWithoutOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionary.benchmarkOffHeapMinSizeWithOverflow","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.offHeapStringDictionaryRead","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.onHeapStringDictionaryRead","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.offHeapStringDictionaryWrite","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkStringDictionary.onHeapStringDictionaryWrite","0"
"apache/incubator-pinot","org.apache.pinot.perf.BenchmarkDictionaryCreation.benchmarkVarLengthStringDictionaryCreation","0"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark.testWithGMP","0"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark.testWithGMPConstantTime","0"
"apache/incubator-retired-pirk","org.apache.pirk.benchmark.PaillierBenchmark.testWithoutGMP","0"
"apache/incubator-rya","org.apache.rya.benchmark.query.QueryBenchmark.queryRya","0"
"apache/incubator-rya","org.apache.rya.benchmark.query.PCJOptimizerBenchmark.optimizeQuery_unchained","0"
"apache/incubator-rya","org.apache.rya.benchmark.query.PCJOptimizerBenchmark.optimizeQuery_chained","0"
"apache/kafka","org.apache.kafka.jmh.cache.LRUCacheBenchmark.testCachePerformance","0"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage","0"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureStreamingIteratorForVariableBatchSize","0"
"apache/kafka","org.apache.kafka.jmh.producer.ProducerRecordBenchmark.constructorBenchmark","0"
"apache/kafka","org.apache.kafka.jmh.common.TopicBenchmark.testValidate","0"
"apache/kafka","org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureSkipIteratorForVariableBatchSize","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Message","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Exception","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Message","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeH2Exception","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBMessage","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBMessage","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testResponseTimeHSQLDBException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithoutExceptionUsingBuilder","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createLogEventWithExceptionUsingBuilder","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.getSourceLocationOfLogEvent","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithoutException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.createSerializableLogEventProxyWithException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineThroughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledThroughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelThroughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledThroughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testBaselineResponseTime","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsDebugEnabledResponseTime","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testIsEnabledLevelResponseTime","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.SimpleBenchmark.testDebugDisabledResponseTime","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.base","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.randomUUID","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.timeBasedUUID","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.baseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jIsDebugEnabled","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jIsDebugEnabled","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicIsDebugEnabled","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugStringConcatenation","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugStringConcatenation","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jClassicDebugStringConcatenation","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.log4jDebugParameterizedString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jDebugParameterizedString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Message","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputH2Exception","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Message","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeH2Exception","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBMessage","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testThroughputHSQLDBException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBMessage","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.JdbcAppenderBenchmark.testResponseTimeHSQLDBException","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughputBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.latencyBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.latency","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughputBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.throughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.latencyBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLogbackBenchmark.latency","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughputBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ConfiguratorInitializeBenchmark.initializeLoggerContext","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughputBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.throughput","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.latencyBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j2Benchmark.latency","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test01_getCallerClassNameFromStackTrace","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test02_getCallerClassNameFromThreadStackTrace","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test03_getCallerClassNameReflectively","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test04_getCallerClassNameSunReflection","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test05_getStackTraceClassForClassName","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test06_getThreadStackTraceClassForClassName","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test07_getReflectiveCallerClassUtility","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test08_getDirectSunReflection","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test09_getMessageUsingNew","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test10_getMessageUsingReflection","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.baseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.simpleDateFormatString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.simpleDateFormatBytes","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.customFastFormatString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.customFastFormatBytes","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.customFormatString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.TimeFormatBenchmark.customFormatBytes","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputParameterizedDouble","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.throughputStringFormatDouble","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyBaseline","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyParameterizedDouble","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatString","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.FormatterLoggerBenchmark.latencyStringFormatDouble","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test11_getClassContextViaCallerClass","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test12_getClassContextViaSecurityManager","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputStringGetBytes","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternM","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternSpace","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMC","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMCD","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMD","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMDEx","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMEx","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.throughputPatternMCDEx","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.throughputStringGetBytes","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.throughputStringGetBytesString88591","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.throughputStringGetBytesCharSet88591","0"
"apache/logging-log4j2","org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.throughputStringGetBytesStringDefault","0"
